"평점","날짜","시간대","월","요일","요금","주"
9,"2017-12-19","모닝","December","Tuesday",6000,"평일"
10,"2017-12-19","나이트","December","Tuesday",7000,"평일"
9,"2017-12-18","프라임","December","Monday",9000,"평일"
8,"2017-12-17","프라임","December","Sunday",10000,"주말"
1,"2017-12-17","브런치","December","Sunday",10000,"주말"
7,"2017-12-16","프라임","December","Saturday",10000,"주말"
10,"2017-12-14","문라이트","December","Thursday",8000,"평일"
1,"2017-12-12","모닝","December","Tuesday",6000,"평일"
4,"2017-12-11","문라이트","December","Monday",8000,"평일"
6,"2017-12-11","프라임","December","Monday",9000,"평일"
9,"2017-12-11","프라임","December","Monday",9000,"평일"
10,"2017-12-10","나이트","December","Sunday",8000,"주말"
8,"2017-12-09","브런치","December","Saturday",10000,"주말"
4,"2017-12-09","브런치","December","Saturday",10000,"주말"
10,"2017-12-08","모닝","December","Friday",7000,"주말"
7,"2017-12-06","프라임","December","Wednesday",9000,"평일"
10,"2017-12-05","프라임","December","Tuesday",9000,"평일"
1,"2017-12-04","브런치","December","Monday",8000,"평일"
1,"2017-12-04","모닝","December","Monday",6000,"평일"
10,"2017-12-04","나이트","December","Monday",7000,"평일"
10,"2017-12-03","문라이트","December","Sunday",10000,"주말"
1,"2017-12-03","프라임","December","Sunday",10000,"주말"
1,"2017-12-02","문라이트","December","Saturday",10000,"주말"
1,"2017-12-01","프라임","December","Friday",10000,"주말"
10,"2017-11-30","프라임","November","Thursday",9000,"평일"
10,"2017-11-30","프라임","November","Thursday",9000,"평일"
3,"2017-11-29","나이트","November","Wednesday",7000,"평일"
10,"2017-11-26","프라임","November","Sunday",10000,"주말"
8,"2017-11-26","프라임","November","Sunday",10000,"주말"
8,"2017-11-26","데이라이트","November","Sunday",10000,"주말"
5,"2017-11-26","브런치","November","Sunday",10000,"주말"
7,"2017-11-25","프라임","November","Saturday",10000,"주말"
10,"2017-11-25","나이트","November","Saturday",8000,"주말"
10,"2017-11-24","데이라이트","November","Friday",10000,"주말"
8,"2017-11-24","브런치","November","Friday",10000,"주말"
3,"2017-11-22","문라이트","November","Wednesday",8000,"평일"
8,"2017-11-21","프라임","November","Tuesday",9000,"평일"
10,"2017-11-21","프라임","November","Tuesday",9000,"평일"
2,"2017-11-21","브런치","November","Tuesday",8000,"평일"
1,"2017-11-20","문라이트","November","Monday",8000,"평일"
9,"2017-11-19","프라임","November","Sunday",10000,"주말"
1,"2017-11-19","프라임","November","Sunday",10000,"주말"
9,"2017-11-19","프라임","November","Sunday",10000,"주말"
10,"2017-11-19","프라임","November","Sunday",10000,"주말"
8,"2017-11-19","브런치","November","Sunday",10000,"주말"
10,"2017-11-19","모닝","November","Sunday",7000,"주말"
7,"2017-11-18","프라임","November","Saturday",10000,"주말"
9,"2017-11-18","모닝","November","Saturday",7000,"주말"
2,"2017-11-17","프라임","November","Friday",10000,"주말"
10,"2017-11-17","프라임","November","Friday",10000,"주말"
10,"2017-11-16","프라임","November","Thursday",9000,"평일"
9,"2017-11-16","나이트","November","Thursday",7000,"평일"
10,"2017-11-15","나이트","November","Wednesday",7000,"평일"
1,"2017-11-14","데이라이트","November","Tuesday",9000,"평일"
10,"2017-11-14","브런치","November","Tuesday",8000,"평일"
9,"2017-11-13","브런치","November","Monday",8000,"평일"
6,"2017-11-13","모닝","November","Monday",6000,"평일"
3,"2017-11-13","모닝","November","Monday",6000,"평일"
10,"2017-11-13","나이트","November","Monday",7000,"평일"
10,"2017-11-12","문라이트","November","Sunday",10000,"주말"
10,"2017-11-12","프라임","November","Sunday",10000,"주말"
3,"2017-11-12","데이라이트","November","Sunday",10000,"주말"
9,"2017-11-11","문라이트","November","Saturday",10000,"주말"
8,"2017-11-11","나이트","November","Saturday",8000,"주말"
8,"2017-11-11","나이트","November","Saturday",8000,"주말"
7,"2017-11-10","프라임","November","Friday",10000,"주말"
8,"2017-11-09","프라임","November","Thursday",9000,"평일"
10,"2017-11-09","브런치","November","Thursday",8000,"평일"
10,"2017-11-08","문라이트","November","Wednesday",8000,"평일"
7,"2017-11-07","데이라이트","November","Tuesday",9000,"평일"
10,"2017-11-07","나이트","November","Tuesday",7000,"평일"
4,"2017-11-07","나이트","November","Tuesday",7000,"평일"
9,"2017-11-06","문라이트","November","Monday",8000,"평일"
9,"2017-11-06","브런치","November","Monday",8000,"평일"
7,"2017-11-06","모닝","November","Monday",6000,"평일"
1,"2017-11-06","나이트","November","Monday",7000,"평일"
10,"2017-11-05","프라임","November","Sunday",10000,"주말"
5,"2017-11-05","데이라이트","November","Sunday",10000,"주말"
4,"2017-11-05","나이트","November","Sunday",8000,"주말"
10,"2017-11-04","문라이트","November","Saturday",10000,"주말"
9,"2017-11-03","문라이트","November","Friday",10000,"주말"
9,"2017-11-03","프라임","November","Friday",10000,"주말"
8,"2017-11-03","데이라이트","November","Friday",10000,"주말"
7,"2017-11-03","브런치","November","Friday",10000,"주말"
10,"2017-11-02","프라임","November","Thursday",9000,"평일"
1,"2017-11-02","브런치","November","Thursday",8000,"평일"
1,"2017-11-02","나이트","November","Thursday",7000,"평일"
10,"2017-11-02","나이트","November","Thursday",7000,"평일"
8,"2017-11-01","프라임","November","Wednesday",9000,"평일"
7,"2017-11-01","브런치","November","Wednesday",8000,"평일"
10,"2017-10-30","문라이트","October","Monday",8000,"평일"
1,"2017-10-30","나이트","October","Monday",7000,"평일"
5,"2017-10-29","프라임","October","Sunday",10000,"주말"
10,"2017-10-29","나이트","October","Sunday",8000,"주말"
9,"2017-10-27","프라임","October","Friday",10000,"주말"
8,"2017-10-27","프라임","October","Friday",10000,"주말"
10,"2017-10-26","문라이트","October","Thursday",8000,"평일"
10,"2017-10-25","나이트","October","Wednesday",7000,"평일"
1,"2017-10-24","문라이트","October","Tuesday",8000,"평일"
6,"2017-10-24","프라임","October","Tuesday",9000,"평일"
10,"2017-10-24","데이라이트","October","Tuesday",9000,"평일"
1,"2017-10-24","브런치","October","Tuesday",8000,"평일"
9,"2017-10-23","문라이트","October","Monday",8000,"평일"
1,"2017-10-23","문라이트","October","Monday",8000,"평일"
6,"2017-10-23","프라임","October","Monday",9000,"평일"
9,"2017-10-23","프라임","October","Monday",9000,"평일"
10,"2017-10-23","데이라이트","October","Monday",9000,"평일"
7,"2017-10-23","브런치","October","Monday",8000,"평일"
10,"2017-10-23","나이트","October","Monday",7000,"평일"
8,"2017-10-22","프라임","October","Sunday",10000,"주말"
7,"2017-10-22","프라임","October","Sunday",10000,"주말"
8,"2017-10-22","데이라이트","October","Sunday",10000,"주말"
10,"2017-10-21","문라이트","October","Saturday",10000,"주말"
10,"2017-10-21","프라임","October","Saturday",10000,"주말"
10,"2017-10-21","모닝","October","Saturday",7000,"주말"
10,"2017-10-20","문라이트","October","Friday",10000,"주말"
9,"2017-10-19","프라임","October","Thursday",9000,"평일"
4,"2017-10-19","모닝","October","Thursday",6000,"평일"
10,"2017-10-17","문라이트","October","Tuesday",8000,"평일"
5,"2017-10-17","브런치","October","Tuesday",8000,"평일"
10,"2017-10-17","모닝","October","Tuesday",6000,"평일"
10,"2017-10-16","프라임","October","Monday",9000,"평일"
9,"2017-10-16","프라임","October","Monday",9000,"평일"
10,"2017-10-16","나이트","October","Monday",7000,"평일"
7,"2017-10-15","문라이트","October","Sunday",10000,"주말"
8,"2017-10-15","문라이트","October","Sunday",10000,"주말"
10,"2017-10-15","프라임","October","Sunday",10000,"주말"
6,"2017-10-14","프라임","October","Saturday",10000,"주말"
5,"2017-10-14","프라임","October","Saturday",10000,"주말"
10,"2017-10-14","프라임","October","Saturday",10000,"주말"
9,"2017-10-14","프라임","October","Saturday",10000,"주말"
6,"2017-10-14","데이라이트","October","Saturday",10000,"주말"
1,"2017-10-14","데이라이트","October","Saturday",10000,"주말"
9,"2017-10-14","데이라이트","October","Saturday",10000,"주말"
8,"2017-10-13","프라임","October","Friday",10000,"주말"
10,"2017-10-13","나이트","October","Friday",8000,"주말"
8,"2017-10-12","문라이트","October","Thursday",8000,"평일"
10,"2017-10-12","프라임","October","Thursday",9000,"평일"
10,"2017-10-12","프라임","October","Thursday",9000,"평일"
10,"2017-10-12","데이라이트","October","Thursday",9000,"평일"
7,"2017-10-12","브런치","October","Thursday",8000,"평일"
10,"2017-10-10","나이트","October","Tuesday",7000,"평일"
8,"2017-10-09","문라이트","October","Monday",8000,"평일"
4,"2017-10-09","프라임","October","Monday",9000,"평일"
10,"2017-10-09","프라임","October","Monday",9000,"평일"
9,"2017-10-09","브런치","October","Monday",8000,"평일"
10,"2017-10-09","브런치","October","Monday",8000,"평일"
8,"2017-10-08","문라이트","October","Sunday",10000,"주말"
10,"2017-10-08","문라이트","October","Sunday",10000,"주말"
8,"2017-10-08","프라임","October","Sunday",10000,"주말"
10,"2017-10-08","데이라이트","October","Sunday",10000,"주말"
6,"2017-10-08","나이트","October","Sunday",8000,"주말"
9,"2017-10-07","프라임","October","Saturday",10000,"주말"
8,"2017-10-07","프라임","October","Saturday",10000,"주말"
1,"2017-10-07","데이라이트","October","Saturday",10000,"주말"
10,"2017-10-06","문라이트","October","Friday",10000,"주말"
5,"2017-10-06","프라임","October","Friday",10000,"주말"
8,"2017-10-06","프라임","October","Friday",10000,"주말"
5,"2017-10-06","데이라이트","October","Friday",10000,"주말"
9,"2017-10-06","데이라이트","October","Friday",10000,"주말"
9,"2017-10-06","브런치","October","Friday",10000,"주말"
8,"2017-10-06","브런치","October","Friday",10000,"주말"
6,"2017-10-06","모닝","October","Friday",7000,"주말"
10,"2017-10-06","나이트","October","Friday",8000,"주말"
7,"2017-10-06","나이트","October","Friday",8000,"주말"
8,"2017-10-05","프라임","October","Thursday",9000,"평일"
3,"2017-10-05","프라임","October","Thursday",9000,"평일"
10,"2017-10-05","프라임","October","Thursday",9000,"평일"
7,"2017-10-05","프라임","October","Thursday",9000,"평일"
9,"2017-10-05","브런치","October","Thursday",8000,"평일"
9,"2017-10-05","나이트","October","Thursday",7000,"평일"
10,"2017-10-04","문라이트","October","Wednesday",8000,"평일"
10,"2017-10-04","문라이트","October","Wednesday",8000,"평일"
6,"2017-10-04","프라임","October","Wednesday",9000,"평일"
10,"2017-10-04","프라임","October","Wednesday",9000,"평일"
6,"2017-10-04","프라임","October","Wednesday",9000,"평일"
8,"2017-10-04","데이라이트","October","Wednesday",9000,"평일"
9,"2017-10-04","데이라이트","October","Wednesday",9000,"평일"
1,"2017-10-04","데이라이트","October","Wednesday",9000,"평일"
7,"2017-10-04","나이트","October","Wednesday",7000,"평일"
10,"2017-10-04","나이트","October","Wednesday",7000,"평일"
1,"2017-10-04","나이트","October","Wednesday",7000,"평일"
5,"2017-10-03","문라이트","October","Tuesday",8000,"평일"
5,"2017-10-03","문라이트","October","Tuesday",8000,"평일"
1,"2017-10-03","프라임","October","Tuesday",9000,"평일"
10,"2017-10-03","데이라이트","October","Tuesday",9000,"평일"
10,"2017-10-03","브런치","October","Tuesday",8000,"평일"
10,"2017-10-03","브런치","October","Tuesday",8000,"평일"
10,"2017-10-02","나이트","October","Monday",7000,"평일"
10,"2017-10-01","문라이트","October","Sunday",10000,"주말"
10,"2017-10-01","데이라이트","October","Sunday",10000,"주말"
10,"2017-10-01","브런치","October","Sunday",10000,"주말"
9,"2017-10-01","브런치","October","Sunday",10000,"주말"
7,"2017-10-01","브런치","October","Sunday",10000,"주말"
5,"2017-10-01","모닝","October","Sunday",7000,"주말"
10,"2017-10-01","모닝","October","Sunday",7000,"주말"
9,"2017-10-01","모닝","October","Sunday",7000,"주말"
10,"2017-09-30","문라이트","September","Saturday",10000,"주말"
9,"2017-09-30","프라임","September","Saturday",10000,"주말"
10,"2017-09-30","모닝","September","Saturday",7000,"주말"
8,"2017-09-30","나이트","September","Saturday",8000,"주말"
10,"2017-09-29","프라임","September","Friday",10000,"주말"
8,"2017-09-29","브런치","September","Friday",10000,"주말"
10,"2017-09-28","프라임","September","Thursday",9000,"평일"
1,"2017-09-28","프라임","September","Thursday",9000,"평일"
6,"2017-09-28","브런치","September","Thursday",8000,"평일"
10,"2017-09-28","브런치","September","Thursday",8000,"평일"
10,"2017-09-28","나이트","September","Thursday",7000,"평일"
8,"2017-09-28","나이트","September","Thursday",7000,"평일"
10,"2017-09-27","문라이트","September","Wednesday",8000,"평일"
1,"2017-09-27","문라이트","September","Wednesday",8000,"평일"
8,"2017-09-27","브런치","September","Wednesday",8000,"평일"
10,"2017-09-27","모닝","September","Wednesday",6000,"평일"
8,"2017-09-27","나이트","September","Wednesday",7000,"평일"
10,"2017-09-27","나이트","September","Wednesday",7000,"평일"
8,"2017-09-26","프라임","September","Tuesday",9000,"평일"
10,"2017-09-26","프라임","September","Tuesday",9000,"평일"
10,"2017-09-26","프라임","September","Tuesday",9000,"평일"
10,"2017-09-26","모닝","September","Tuesday",6000,"평일"
8,"2017-09-26","나이트","September","Tuesday",7000,"평일"
10,"2017-09-25","프라임","September","Monday",9000,"평일"
5,"2017-09-25","프라임","September","Monday",9000,"평일"
10,"2017-09-25","데이라이트","September","Monday",9000,"평일"
1,"2017-09-25","나이트","September","Monday",7000,"평일"
10,"2017-09-25","나이트","September","Monday",7000,"평일"
10,"2017-09-24","문라이트","September","Sunday",10000,"주말"
8,"2017-09-24","프라임","September","Sunday",10000,"주말"
4,"2017-09-24","프라임","September","Sunday",10000,"주말"
10,"2017-09-24","프라임","September","Sunday",10000,"주말"
9,"2017-09-24","모닝","September","Sunday",7000,"주말"
10,"2017-09-24","나이트","September","Sunday",8000,"주말"
1,"2017-09-24","나이트","September","Sunday",8000,"주말"
9,"2017-09-23","프라임","September","Saturday",10000,"주말"
7,"2017-09-23","데이라이트","September","Saturday",10000,"주말"
1,"2017-09-22","프라임","September","Friday",10000,"주말"
10,"2017-09-22","데이라이트","September","Friday",10000,"주말"
2,"2017-09-22","나이트","September","Friday",8000,"주말"
1,"2017-09-21","나이트","September","Thursday",7000,"평일"
9,"2017-09-21","나이트","September","Thursday",7000,"평일"
10,"2017-09-21","나이트","September","Thursday",7000,"평일"
9,"2017-09-20","프라임","September","Wednesday",9000,"평일"
9,"2017-09-20","데이라이트","September","Wednesday",9000,"평일"
10,"2017-09-19","문라이트","September","Tuesday",8000,"평일"
7,"2017-09-19","브런치","September","Tuesday",8000,"평일"
10,"2017-09-19","모닝","September","Tuesday",6000,"평일"
10,"2017-09-19","나이트","September","Tuesday",7000,"평일"
5,"2017-09-18","프라임","September","Monday",9000,"평일"
8,"2017-09-18","프라임","September","Monday",9000,"평일"
9,"2017-09-18","모닝","September","Monday",6000,"평일"
